GY-511 Ready.
-10496,26111,-26882,-8523.83,26295.96,-25396.54,212,-364,-157,195.83,-342.40,-2.41,-55.00
-11264,25599,-27394,-8918.26,26241.77,-25642.43,212,-365,-155,194.30,-343.56,-2.59,-55.59
-11264,26111,-27650,-9336.21,26181.42,-25975.54,216,-364,-153,193.07,-344.67,-2.74,-56.17
-10240,26623,-27394,-9653.37,26167.33,-26276.24,210,-364,-158,191.90,-345.56,-2.85,-56.63
-11776,25343,-27394,-9941.29,26138.87,-26516.79,204,-367,-157,190.57,-346.46,-3.17,-57.11
-13312,25599,-28162,-10308.24,26082.09,-26743.43,206,-363,-156,188.73,-347.00,-3.64,-57.67
-12800,25855,-27138,-10772.39,25985.47,-26907.55,207,-366,-157,187.06,-347.61,-3.79,-58.23
-12544,25599,-27906,-11194.91,25925.18,-27073.04,206,-364,-159,185.91,-347.91,-4.14,-58.68
-12800,25087,-27394,-11498.73,25842.75,-27154.23,205,-365,-160,185.00,-348.34,-4.64,-59.06
-13056,24831,-27650,-11758.98,25708.60,-27253.39,206,-368,-157,184.08,-348.69,-5.04,-59.43
-12800,25599,-28418,-11984.19,25601.28,-27366.71,203,-367,-155,183.14,-349.15,-5.13,-59.75
-13568,26111,-28162,-12215.55,25583.62,-27508.57,204,-367,-158,182.39,-349.71,-4.99,-60.00
-13312,25343,-28162,-12417.64,25603.70,-27656.25,201,-368,-158,181.40,-350.15,-5.10,-60.26
-14080,25343,-28418,-12664.71,25602.76,-27774.40,202,-370,-153,180.61,-350.70,-4.96,-60.51
-13824,26623,-28930,-12879.37,25636.01,-27920.12,199,-373,-156,179.59,-351.51,-4.63,-60.75
-14592,25855,-29698,-13136.50,25696.81,-28139.10,196,-370,-156,178.58,-352.34,-4.37,-61.02
-15360,25855,-28930,-13427.60,25779.65,-28348.48,201,-373,-159,177.57,-353.20,-4.60,-61.33
-14080,25087,-29698,-13677.48,25743.52,-28567.19,200,-373,-157,176.96,-353.88,-4.79,-61.62
-14336,25599,-29698,-13860.38,25697.42,-28742.15,195,-369,-158,176.28,-354.24,-5.15,-61.87
-15616,25343,-28674,-14023.71,25626.53,-28864.92,199,-371,-156,175.73,-354.53,-5.23,-62.07
-14592,25855,-29186,-14188.57,25621.03,-28929.14,198,-370,-157,175.10,-354.57,-5.29,-62.23
-14848,25599,-28930,-14354.45,25616.62,-28929.31,196,-371,-159,174.60,-354.61,-5.34,-62.37
-15360,25087,-29186,-14470.16,25595.90,-28963.45,193,-377,-156,173.80,-355.01,-5.37,-62.55
-16128,25855,-30722,-14665.13,25579.32,-29093.16,193,-377,-155,172.97,-355.89,-5.18,-62.78
-16128,26111,-30722,-14906.50,25600.26,-29316.53,193,-375,-156,172.11,-356.78,-4.81,-63.01
-16128,25855,-30210,-15150.80,25668.21,-29563.43,193,-373,-159,171.43,-357.31,-4.73,-63.21
-16128,25087,-29698,-15346.24,25671.37,-29692.74,199,-375,-158,171.27,-357.55,-4.89,-63.35
-14592,25343,-30210,-15400.20,25622.69,-29761.99,199,-371,-157,171.53,-357.55,-5.24,-63.40
-14592,25599,-29186,-15340.96,25566.75,-29749.20,193,-374,-154,171.74,-357.55,-5.07,-63.35
-16128,26367,-29954,-15293.56,25607.21,-29755.96,194,-376,-156,171.51,-357.55,-4.72,-63.31
-15872,25855,-30466,-15340.85,25673.76,-29778.37,193,-377,-158,170.95,-357.92,-4.66,-63.39
-16128,25343,-30722,-15481.08,25710.01,-29898.69,188,-374,-154,170.10,-358.22,-4.61,-63.55
-17408,26367,-29954,-15678.67,25739.01,-29994.96,192,-373,-155,169.43,-358.28,-4.35,-63.69
-16384,26111,-29698,-15870.93,25779.21,-30020.77,188,-376,-158,168.50,-358.32,-4.15,-63.84
-17408,25343,-30466,-16109.95,25811.37,-30024.41,186,-379,-157,167.56,-358.73,-4.20,-64.05
-17920,25599,-31234,-16335.36,25785.89,-30112.73,185,-380,-155,166.42,-359.43,-4.24,-64.33
-18176,26111,-31490,-16635.09,25765.52,-30302.79,184,-377,-154,165.31,-359.99,-4.06,-64.61
-18432,26367,-30722,-16943.27,25817.41,-30471.83,186,-383,-153,164.42,-360.81,-3.69,-64.83
-17920,26623,-32258,-17189.82,25927.33,-30675.46,184,-380,-154,163.52,-361.47,-3.17,-64.98
-18432,26367,-31490,-17404.05,26032.27,-30838.37,183,-380,-154,162.79,-362.18,-2.76,-65.12
-18688,26367,-31490,-17592.44,26116.21,-31019.90,183,-380,-155,162.02,-362.57,-2.65,-65.27
-18688,26111,-31490,-17794.35,26149.17,-31113.92,181,-382,-153,161.21,-362.88,-2.56,-65.44
-19200,26623,-32002,-18007.08,26192.74,-31223.14,176,-382,-150,160.16,-363.31,-2.05,-65.60
-20480,27391,-32002,-18296.87,26295.79,-31344.71,183,-382,-152,159.33,-363.84,-1.42,-65.74
-18688,26879,-32002,-18528.69,26429.43,-31476.17,176,-389,-153,158.28,-364.64,-0.91,-65.89
-20480,26623,31742,-18799.36,26536.35,-27331.74,177,-385,-154,157.43,-365.47,-0.95,-65.67
-20224,26367,32766,-18998.88,26553.68,-19698.39,173,-393,-148,156.17,-366.88,-0.54,-64.35
-21248,27903,30718,-19329.11,26635.74,-9410.31,175,-386,-149,155.16,-367.82,0.01,-58.02
-20736,27647,32510,-19610.49,26769.60,-1128.65,174,-387,-151,154.16,-368.58,0.67,-40.33
-20992,27135,32254,-19886.79,26927.88,5462.48,177,-387,-152,153.55,-368.81,0.98,-6.45
-20224,26879,32254,-20039.43,26986.30,10837.79,174,-389,-151,153.07,-369.18,1.00,24.52
-20992,27135,31742,-20178.75,26998.84,15086.83,173,-387,-150,152.48,-369.47,1.02,40.16
-21248,27391,32254,-20307.20,27026.08,18486.06,173,-392,-153,151.82,-370.08,1.04,47.94
-21248,26623,30974,-20478.16,27030.66,21120.05,176,-390,-151,151.49,-370.57,1.05,52.08
-20480,27135,31486,-20580.93,27034.33,23210.24,172,-388,-152,151.02,-371.15,0.84,54.66
-21504,26879,31998,-20680.14,27003.27,24865.39,169,-391,-151,150.46,-371.43,0.90,56.38
-22272,27135,31230,-20827.71,27012.41,26206.52,172,-389,-151,149.81,-371.65,0.94,57.61
-21504,27135,31742,-21014.17,27019.73,27296.41,171,-394,-152,149.10,-372.20,0.97,58.57
-21760,26879,30462,-21180.34,27025.59,28065.93,175,-391,-153,148.92,-372.64,0.78,59.14
-20736,26623,31230,-21210.87,26996.27,28681.55,171,-388,-154,148.78,-372.99,0.40,59.59
-21760,26367,31998,-21252.29,26921.62,29191.24,172,-392,-154,148.66,-373.08,0.10,59.96
-21504,26367,30974,-21268.44,26827.70,29632.99,172,-391,-150,148.37,-373.16,0.08,60.32
-21504,27391,31230,-21332.55,26803.76,29986.39,170,-392,-157,148.14,-373.41,-0.16,60.59
-22016,25599,30974,-21400.84,26733.41,30200.92,176,-390,-152,148.16,-373.61,-0.35,60.76
-20480,26879,31486,-21387.27,26711.32,30406.73,171,-390,-155,148.16,-373.58,-0.72,60.88
-21760,26111,31486,-21393.42,26608.26,30588.39,169,-392,-152,148.17,-373.56,-0.80,61.03
-22272,26879,30974,-21415.54,26611.21,30733.71,169,-393,-154,147.59,-373.72,-0.86,61.22
-22272,26367,30718,-21552.63,26579.37,30798.77,171,-391,-151,147.13,-374.05,-0.69,61.39
-21760,27135,31230,-21662.30,26622.09,30833.81,172,-390,-151,146.95,-374.12,-0.55,61.43
-21504,27135,31486,-21698.84,26673.48,30895.85,170,-391,-155,147.01,-373.99,-0.44,61.40
-22016,26111,31230,-21711.08,26697.38,30979.68,171,-394,-151,147.05,-374.07,-0.35,61.42
-21760,27135,30462,-21720.86,26716.50,30995.55,171,-388,-152,146.89,-374.14,-0.28,61.45
-21760,26879,31998,-21745.69,26714.80,31042.44,171,-391,-152,146.96,-374.19,-0.00,61.46
-21760,26879,31230,-21748.55,26764.64,31079.95,165,-391,-151,146.62,-374.04,0.22,61.50
-23296,27135,31230,-21853.24,26804.52,31161.16,169,-392,-152,146.16,-374.11,0.40,61.61
-22272,26879,30974,-21970.99,26836.41,31157.73,170,-391,-151,145.79,-374.17,0.54,61.67
-22016,27135,31230,-22082.39,26878.93,31154.98,164,-393,-152,145.29,-374.40,0.65,61.76
-23552,26879,30718,-22188.52,26895.95,31118.79,167,-390,-151,144.90,-374.40,0.74,61.82
-22784,27135,31486,-22307.61,26926.56,31123.83,164,-393,-155,144.19,-374.59,0.59,61.97
-23552,26111,30718,-22505.29,26882.85,31093.87,166,-396,-153,143.63,-374.93,0.25,62.15
-23040,26623,29950,-22629.23,26830.88,31018.69,163,-395,-152,142.98,-375.38,-0.02,62.33
-23808,26879,30206,-22796.59,26772.10,30873.16,162,-392,-154,142.27,-375.75,-0.24,62.49
-24064,26367,30974,-22964.67,26742.28,30773.73,163,-394,-151,141.51,-375.85,-0.19,62.64
-23808,27135,30462,-23150.34,26752.43,30728.38,164,-391,-152,141.09,-375.75,-0.15,62.70
-23552,26879,31230,-23281.87,26760.54,30760.31,164,-394,-151,140.76,-375.85,0.10,62.79
-23552,27135,30462,-23352.90,26818.23,30751.85,162,-393,-151,140.49,-375.75,0.30,62.79
-24064,27135,30718,-23426.72,26864.39,30762.08,166,-395,-154,140.47,-376.04,0.24,62.81
-23040,26367,30206,-23451.78,26867.31,30702.06,166,-393,-152,140.46,-376.09,0.19,62.79
-23040,26879,30718,-23437.62,26852.45,30671.05,163,-395,-154,140.64,-376.31,-0.07,62.77
-23808,26367,30206,-23409.30,26789.36,30612.04,157,-392,-151,140.20,-376.30,-0.05,62.87
-25344,27135,30974,-23540.24,26790.09,30616.04,162,-394,-152,139.46,-376.30,-0.04,63.03
-24064,26879,30462,-23713.19,26790.67,30602.23,159,-394,-151,138.68,-376.29,0.19,63.19
-24832,27135,30462,-23919.75,26842.34,30608.18,161,-395,-154,138.24,-376.48,0.15,63.28
-24320,26367,30206,-24016.80,26832.47,30561.75,158,-392,-152,137.70,-376.43,0.12,63.39
-25088,26879,30974,-24162.64,26824.58,30558.80,162,-395,-152,137.46,-376.59,0.10,63.47
-24064,26879,30206,-24228.12,26801.26,30539.44,160,-395,-153,137.27,-376.71,0.08,63.53
-24576,26623,30206,-24297.69,26799.61,30523.95,160,-396,-149,137.11,-377.00,0.28,63.57
-24576,27647,29950,-24319.15,26849.49,30443.16,160,-400,-150,136.99,-377.60,0.67,63.56
-24576,27391,28926,-24370.52,26923.59,30293.33,156,-397,-151,136.50,-378.09,0.98,63.58
-25600,27135,29694,-24479.82,27017.07,30139.26,159,-395,-152,136.11,-378.47,1.00,63.57
-24832,26879,30206,-24584.26,27040.66,30033.01,158,-396,-152,135.60,-378.59,1.02,63.63
-25088,26879,29950,-24702.01,27025.33,30016.41,160,-396,-149,135.59,-378.50,1.04,63.64
-24576,27647,29950,-24728.01,27047.26,30020.13,158,-394,-153,135.38,-378.43,1.05,63.67
-25088,26623,30462,-24765.80,27047.61,30040.10,161,-394,-152,135.41,-378.19,1.06,63.66
-24320,26879,30462,-24744.84,27047.89,30090.29,161,-393,-152,135.63,-377.80,0.85,63.62
-24320,26879,30718,-24711.07,26996.91,30181.63,157,-397,-152,135.61,-377.68,0.68,63.69
-25344,26879,29694,-24701.06,26973.33,30203.50,154,-398,-152,135.20,-377.96,0.54,63.82
-26112,26879,29438,-24812.45,26954.46,30152.80,159,-395,-151,134.68,-378.19,0.66,63.93
-24832,27135,30206,-24935.76,26956.37,30078.04,157,-397,-151,134.26,-378.37,0.75,64.01
-25344,27135,29694,-25034.41,26974.90,30018.24,157,-396,-151,134.13,-378.51,0.82,64.02
-25344,27135,29950,-25062.13,27006.92,30004.59,156,-395,-156,133.82,-378.62,0.65,64.07
-25600,25855,30206,-25135.50,26947.14,29993.67,157,-398,-149,133.58,-378.71,0.52,64.17
-25344,27647,29438,-25194.20,26933.51,29967.74,155,-399,-152,133.38,-378.97,0.42,64.24
-25856,26879,29182,-25275.36,26905.41,29895.79,159,-396,-148,133.42,-379.18,1.00,64.21
-24832,27903,29950,-25289.09,27019.53,29821.23,159,-398,-156,133.45,-379.35,0.80,64.13
-24832,25855,29438,-25265.87,26991.42,29761.59,157,-395,-149,133.67,-379.30,0.86,64.07
-25344,27647,30206,-25213.10,27020.14,29782.07,158,-395,-152,133.85,-379.25,0.69,64.02
-25088,26879,30206,-25188.08,26974.71,29815.66,152,-399,-154,133.40,-379.22,0.77,64.15
-26624,26367,29182,-25287.46,26972.57,29825.33,155,-393,-153,133.05,-379.00,0.40,64.24
-25856,26623,30718,-25401.17,26902.66,29867.26,159,-400,-152,132.76,-379.21,0.10,64.40
-24832,26879,28926,-25474.94,26846.72,29815.41,153,-395,-152,132.54,-379.18,0.08,64.46
-26368,26879,30206,-25516.95,26835.98,29842.33,154,-396,-153,132.35,-379.35,0.06,64.54
-26112,26623,29950,-25567.56,26827.38,29812.66,153,-396,-154,131.82,-379.11,-0.17,64.64
-26368,26367,29950,-25710.45,26786.51,29857.13,159,-396,-152,131.78,-379.10,-0.36,64.72
-24832,26879,29950,-25722.36,26753.81,29875.71,158,-395,-152,131.94,-378.91,-0.29,64.70
-25088,26879,30206,-25663.69,26744.64,29907.56,154,-399,-152,132.27,-378.94,-0.23,64.64
-26112,26879,29182,-25599.75,26771.52,29881.85,153,-397,-152,132.14,-379.16,-0.18,64.65
-26368,26879,29694,-25651.00,26793.02,29844.28,158,-398,-153,132.04,-379.52,-0.15,64.67
-25088,26623,29438,-25692.00,26793.01,29763.03,157,-398,-152,132.15,-379.62,-0.12,64.62
-25344,26879,29438,-25673.60,26793.01,29715.02,156,-396,-151,132.44,-379.70,-0.09,64.54
-25600,27135,29950,-25607.68,26810.21,29693.62,159,-398,-153,132.66,-379.76,-0.08,64.47
-24832,26623,29438,-25537.75,26823.97,29676.49,158,-398,-153,132.85,-379.81,-0.06,64.42
-25088,26623,29438,-25464.80,26817.78,29662.79,153,-396,-151,132.80,-379.85,-0.05,64.42
-26368,27135,29950,-25457.64,26812.82,29651.84,153,-397,-155,132.37,-379.89,-0.26,64.51
-26368,26111,29694,-25554.31,26774.86,29660.27,151,-399,-157,131.63,-379.91,-0.65,64.72
-26880,25599,29182,-25751.05,26676.09,29649.82,154,-395,-150,131.05,-379.93,-0.96,64.94
-26112,27391,30206,-25891.44,26614.27,29658.65,157,-399,-152,130.97,-379.95,-0.99,65.02
-25344,26879,29182,-25935.55,26616.02,29631.52,150,-397,-152,130.71,-379.96,-0.57,65.04
-27136,26879,29694,-25987.84,26702.61,29644.02,154,-401,-153,130.50,-380.35,-0.46,65.07
-26112,26623,28670,-26029.68,26720.69,29551.62,154,-396,-155,130.14,-380.47,-0.59,65.11
-26112,26111,29950,-26114.34,26683.95,29528.89,153,-399,-151,130.05,-380.57,-0.69,65.17
-26368,27135,29182,-26130.87,26671.76,29476.52,154,-398,-152,129.97,-380.46,-0.55,65.15
-26112,26879,29438,-26144.10,26679.01,29485.81,151,-400,-153,129.72,-380.74,-0.44,65.22
-26880,26623,28926,-26205.88,26719.01,29425.05,153,-399,-152,129.52,-380.97,-0.35,65.23
-26368,26879,29182,-26255.30,26733.81,29376.44,153,-397,-149,129.35,-380.97,-0.06,65.22
-26368,27647,29694,-26311.84,26796.85,29354.55,152,-397,-151,129.22,-380.78,0.39,65.17
-26624,27135,29694,-26340.07,26881.48,29388.24,151,-399,-151,129.12,-380.62,0.76,65.13
-26880,27135,29182,-26396.86,26966.18,29415.20,147,-399,-151,128.64,-380.69,0.83,65.19
-27904,27135,29182,-26544.69,26999.95,29402.56,148,-402,-152,127.88,-381.12,0.88,65.37
-27648,26879,28414,-26731.15,27009.76,29307.25,149,-400,-154,127.26,-381.46,0.71,65.51
-27392,26367,28926,-26914.52,26966.41,29213.80,152,-401,-153,126.96,-381.92,0.34,65.63
-26624,26623,28670,-26975.82,26897.73,29105.04,150,-401,-154,126.92,-382.10,0.05,65.68
-27136,26367,28670,-26990.66,26808.58,29035.03,149,-398,-153,126.89,-382.24,-0.18,65.73
-27392,26623,29438,-27002.53,26754.27,29013.22,149,-398,-153,126.66,-382.17,-0.36,65.81
-27392,26623,29438,-27063.22,26710.81,29046.98,150,-399,-151,126.49,-381.93,-0.29,65.87
-27136,27135,29182,-27111.78,26727.25,29107.98,156,-399,-152,126.73,-381.73,-0.23,65.83
-25600,26879,29182,-27031.22,26757.60,29139.79,150,-399,-153,127.13,-381.76,-0.19,65.73
-27136,26623,29182,-26949.78,26781.88,29148.23,149,-404,-152,127.25,-381.98,-0.15,65.70
-27392,26879,27902,-26901.62,26784.11,29069.59,151,-400,-155,127.15,-382.33,-0.34,65.71
-26880,26111,28926,-26948.50,26734.69,28989.67,144,-397,-153,126.68,-382.43,-0.49,65.83
-28672,26623,29694,-27088.40,26695.15,28959.74,149,-397,-155,126.30,-382.14,-0.84,65.94
-27392,26111,29694,-27200.32,26612.32,29055.39,149,-401,-152,125.81,-381.90,-0.89,66.13
