28927,18433,-8194,28617.91,18053.35,-8472.78,-144,-288,327,-159.03,-277.86,526.08,176.05
28927,18177,-7938,28662.53,18078.08,-8382.82,-144,-290,330,-159.21,-278.07,526.94,175.92
28927,18945,-8450,28715.42,18166.07,-8345.06,-144,-289,327,-159.34,-278.24,527.64,175.75
28927,18177,-8194,28757.74,18219.45,-8314.85,-143,-289,329,-159.26,-278.38,528.19,175.62
29183,18689,-8194,28808.59,18296.16,-8307.68,-144,-288,328,-159.19,-278.30,528.63,175.49
28927,18433,-7938,28849.27,18323.53,-8267.74,-144,-294,326,-159.14,-278.61,528.76,175.43
28927,17921,-9474,28881.82,18328.22,-8321.19,-146,-289,325,-159.29,-278.86,528.65,175.54
28415,17665,-8194,28856.66,18263.78,-8363.96,-145,-290,327,-159.61,-279.25,528.56,175.73
28671,18177,-8450,28819.53,18195.22,-8432.36,-144,-293,323,-159.86,-279.37,528.26,175.94
28927,17153,-9218,28789.82,18089.18,-8469.89,-144,-291,328,-159.87,-279.66,528.25,176.17
28927,18433,-8706,28800.06,18055.54,-8534.11,-144,-291,329,-159.88,-279.89,528.24,176.32
28927,18689,-8706,28825.45,18062.63,-8602.49,-143,-291,329,-159.69,-280.07,528.67,176.37
29183,18689,-8706,28862.76,18170.71,-8623.19,-145,-289,327,-159.73,-280.03,529.02,176.21
28671,18177,-8194,28875.61,18240.17,-8605.55,-142,-292,328,-159.57,-280.00,529.29,176.04
29439,18433,-8962,28919.89,18278.73,-8608.44,-141,-293,328,-159.24,-280.16,529.29,175.99
29695,18433,-9218,28989.51,18292.39,-8644.96,-143,-288,330,-158.99,-280.29,529.51,176.04
29183,18945,-7938,29079.41,18354.51,-8657.16,-146,-291,328,-158.97,-280.20,529.69,176.00
28415,18433,-8706,29082.93,18404.21,-8649.73,-144,-291,325,-159.16,-280.13,529.61,175.92
28927,17665,-8706,29034.54,18392.77,-8609.79,-172,-251,343,-161.26,-277.65,530.65,175.87
21759,22273,1535,28501.04,18605.61,-7946.23,-171,-238,346,-164.50,-272.47,532.81,174.26
22015,23041,4863,27647.43,19083.09,-6510.78,-144,-239,370,-167.09,-264.97,537.86,170.77
28927,29185,4607,26964.54,20233.07,-4475.03,-141,-252,349,-167.21,-259.15,542.33,165.53
29695,23809,1279,26947.44,21255.46,-2863.42,-162,-271,329,-166.72,-256.55,544.59,161.96
24319,18689,-3586,27087.35,21783.17,-2137.54,-189,-322,259,-169.26,-259.53,538.21,161.05
17407,769,-16642,26431.28,20310.94,-2973.23,-213,-285,266,-175.97,-263.97,526.93,164.63
11263,2561,-7170,24677.62,17716.55,-4204.98,-278,-216,230,-188.74,-264.15,510.60,170.64
-5378,-6656,10495,21294.90,13951.64,-4251.79,-286,-142,246,-205.40,-253.07,496.66,176.45
-7426,-2560,29439,16933.32,10717.71,-1217.23,-283,-39,269,-223.21,-228.85,485.73,174.99
-6658,3329,-9729,12249.26,8181.77,1039.82,-294,-62,272,-238.43,-199.93,480.08,169.86
-9474,4097,-15617,8229.00,6869.82,1104.65,-241,-156,322,-247.69,-177.54,481.08,164.31
4095,16897,25855,5780.80,7117.25,917.52,-203,-237,322,-250.02,-171.98,485.86,154.18
13823,16897,5119,5187.44,8219.80,1757.82,-204,-247,312,-246.04,-179.15,492.56,145.56
13567,14337,2559,6248.95,9784.44,3641.65,-195,-251,319,-239.73,-190.86,497.70,142.70
