-31999,28928,-30464,5795.62,12223.22,-14768.94,390,130,108,289.92,145.38,273.93,59.21
-31231,27648,-32256,-1763.31,15444.57,-17959.16,388,130,106,303.69,139.33,276.83,39.96
-31743,27136,-32256,-7742.05,17936.46,-20698.93,383,140,111,314.52,134.68,278.92,30.34
32513,28416,-29696,-8224.24,19895.77,-22839.54,317,230,148,318.31,137.13,283.47,30.90
15617,-27648,-6656,-5486.99,17776.81,-22845.43,189,316,145,308.46,150.70,289.98,35.92
-17152,-28416,15361,-2324.39,12378.25,-19675.75,82,339,107,281.09,174.10,294.97,43.06
20992,27392,21249,-562.51,7991.20,-13743.80,-33,332,93,236.38,199.19,294.98,52.04
-8193,23808,19457,-740.21,7911.76,-7257.24,-81,319,110,183.25,219.44,292.34,60.17
-20481,28160,16129,-1104.17,11620.01,-2016.79,-106,309,117,128.47,233.77,290.89,63.69
-26881,29952,13569,-4586.94,14757.21,1663.57,-129,300,130,78.40,243.18,292.60,54.68
32767,-32256,11265,-4642.55,13529.37,4061.65,-131,299,141,35.03,249.39,296.18,56.12
32255,-29440,11009,-1171.44,8707.29,5638.72,-131,297,143,-1.23,253.61,301.04,73.97
32255,-28928,10497,5547.85,924.23,6695.58,-131,295,142,-30.43,256.80,305.80,-134.07
32255,-29184,9985,10889.28,-5097.41,7455.86,-129,297,145,-53.59,259.17,309.84,-132.05
32767,-28416,10497,15196.42,-9846.33,8029.89,-130,299,142,-72.12,261.25,313.07,-135.87
32511,-29184,11009,18659.34,-13662.66,8523.31,-126,302,150,-86.56,263.29,316.09,-138.80
-32001,-27136,11777,17145.87,-16579.13,9037.45,-119,304,155,-97.52,265.29,319.39,-136.00
-30209,-25856,12289,11736.90,-18741.71,9568.16,-61,321,169,-101.81,268.39,324.02,-126.79
-15361,-22272,16641,4218.12,-20010.97,10368.33,-28,328,177,-98.80,272.37,329.72,-111.68
-6913,-20224,18433,-124.31,-20565.57,11452.06,-5,329,178,-88.99,277.24,335.82,-101.50
-1025,-19968,18689,-1652.64,-20616.66,12745.85,17,331,178,-76.06,281.70,341.37,-96.79
4352,-19968,19201,-1561.12,-20503.93,13951.48,84,329,183,-58.51,285.26,346.24,-94.66
21504,-18688,18689,406.51,-20311.34,14932.98,106,325,180,-37.25,287.93,350.37,-95.42
27136,-19456,17665,3858.01,-20123.07,15649.99,144,317,163,-12.06,289.12,352.56,-98.16
-28672,-23808,15617,4417.60,-20228.46,15984.59,214,296,142,16.48,288.02,351.22,-95.44
-10752,-29184,10241,2714.88,-21012.57,15689.07,232,282,149,47.51,284.52,347.94,-88.55
-6144,-27392,6657,-865.89,-22168.86,14718.86,348,175,108,85.59,272.92,341.34,-77.41
23553,27648,-20736,-248.91,-19663.48,11519.29,396,73,101,127.94,249.59,332.96,-72.30
-29695,25856,18688,-1018.13,-13989.99,9522.63,427,-88,87,174.50,207.91,321.62,-62.63
-21759,22272,-22273,-2674.51,-6140.39,5996.71,399,-229,84,215.07,149.48,310.78,-42.30
-28927,21504,7167,-7498.20,-270.31,5036.16,288,-378,91,240.50,74.66,301.44,-10.74
8193,23296,-30978,-8831.36,4255.15,956.73,92,-463,78,239.01,-8.60,293.31,-12.31
23552,19968,12798,-6877.29,7721.92,31.19,51,-469,88,215.19,-90.19,287.02,11.51
13056,22528,11262,-2515.23,10563.54,-436.25,35,-472,69,179.76,-161.44,280.45,43.10
8960,17664,10494,1025.61,12461.43,1954.60,182,-435,46,157.26,-216.58,272.76,66.84
